ProjectID,Domain,PlannedStartDate,PlannedDurationDays,PlannedCost,TeamSize,Complexity,RiskLevel,NumChangeRequests,SprintVelocity,EarlyMilestonesPct,TechnicalDebtScore,ResourceUtilizationPct,ActualDurationDays,DelayDays,ActualCost,CostOverrunPct,CustomerSatisfaction,ProjectSuccess,PlannedEndDate,ActualEndDate,OnTime,MajorDelayFlag,CostOverrunBucket
PJT2470,Web App,2020-02-12,335,177553,9,3,Medium,8,31.7,0.631,4.82,0.692,342,7,190674,0.0739,8.16,1,2021-01-12,2021-01-19,0,0,<10%
PJT4287,Internal Tool,2019-05-31,248,211433,9,3,High,7,20.4,0.861,7.78,0.575,329,81,315310,0.4913,6.22,0,2020-02-03,2020-04-24,0,1,25-50%
PJT5259,Web App,2018-03-29,317,373861,4,1,Medium,2,25.4,0.441,4.75,0.574,387,70,524751,0.4036,6.73,0,2019-02-09,2019-04-20,0,0,25-50%
PJT6706,Web App,2020-09-22,242,161423,9,5,Medium,5,52.2,0.617,6.99,0.772,280,38,197888,0.2259,6.23,0,2021-05-22,2021-06-29,0,0,10-25%
PJT1510,Mobile App,2019-02-11,234,73902,15,4,Medium,6,41.2,0.761,6.71,0.68,248,14,88505,0.1976,6.58,0,2019-10-03,2019-10-17,0,0,10-25%
PJT8961,Data Engineering,2018-03-22,205,221259,8,2,Low,7,48.5,0.499,2.53,0.884,258,53,294982,0.3332,7.21,0,2018-10-13,2018-12-05,0,1,25-50%
PJT9746,Web App,2020-08-30,270,964976,8,1,Medium,7,72.2,0.574,7.99,0.876,334,64,1353958,0.4031,7.37,0,2021-05-27,2021-07-30,0,0,25-50%
PJT7784,Infrastructure,2019-12-11,57,84191,4,2,Medium,7,40.6,0.705,7.21,0.868,72,15,115982,0.3776,7.82,0,2020-02-06,2020-02-21,0,1,25-50%
PJT6493,Infrastructure,2018-01-18,343,30655,6,2,High,6,54.5,0.689,5.01,0.55,386,43,35636,0.1625,7.0,0,2018-12-27,2019-02-08,0,0,10-25%
PJT1258,Web App,2018-06-11,338,372688,3,2,Low,5,45.4,0.759,2.48,0.514,302,-36,324239,-0.13,9.56,1,2019-05-15,2019-04-09,1,0,Under/OnBudget
PJT7588,Infrastructure,2020-10-17,34,85438,3,3,High,5,86.4,0.83,6.7,0.805,46,12,136966,0.6031,6.37,0,2020-11-20,2020-12-02,0,1,>50%
PJT2665,Mobile App,2018-04-03,311,7279,15,2,High,8,15.0,0.782,9.13,0.728,394,83,10310,0.4164,6.91,0,2019-02-08,2019-05-02,0,1,25-50%
PJT2865,AI/ML,2021-06-18,51,272912,4,3,Low,7,34.2,0.565,5.55,0.289,51,0,262678,-0.0375,8.53,1,2021-08-08,2021-08-08,1,0,Under/OnBudget
PJT1765,AI/ML,2019-03-31,101,51928,7,5,Medium,4,54.8,0.497,5.61,0.698,115,14,63705,0.2268,7.02,0,2019-07-10,2019-07-24,0,0,10-25%
PJT9256,AI/ML,2018-05-10,266,88553,8,4,High,5,33.7,0.909,3.6,0.617,321,55,113233,0.2787,6.61,0,2019-01-31,2019-03-27,0,0,25-50%
PJT4449,Web App,2021-01-14,57,147028,9,5,High,8,53.5,0.691,1.96,0.831,70,13,191122,0.2999,7.39,0,2021-03-12,2021-03-25,0,0,25-50%
PJT3705,Internal Tool,2020-02-05,306,124070,15,2,Medium,5,44.1,0.229,6.49,0.584,337,31,144728,0.1665,7.06,0,2020-12-07,2021-01-07,0,0,10-25%
PJT6765,Mobile App,2019-03-24,314,231270,4,3,Medium,2,58.0,0.66,8.45,0.731,401,87,331595,0.4338,6.68,0,2020-02-01,2020-04-28,0,1,25-50%
PJT5974,Web App,2019-08-16,159,58537,2,3,Medium,3,28.0,0.775,4.11,0.717,185,26,72650,0.2411,7.35,0,2020-01-22,2020-02-17,0,0,10-25%
PJT1195,Web App,2018-02-01,30,182723,5,1,Medium,7,47.6,0.77,7.04,0.845,43,13,293764,0.6077,7.51,0,2018-03-03,2018-03-16,0,1,>50%
PJT2383,AI/ML,2020-08-25,87,72297,3,1,Low,3,52.0,0.704,4.7,0.905,100,13,90444,0.251,8.15,0,2020-11-20,2020-12-03,0,0,25-50%
PJT3435,Infrastructure,2019-06-19,204,239563,2,3,Medium,8,47.0,0.463,5.5,0.7,247,43,299693,0.251,7.17,0,2020-01-09,2020-02-21,0,0,25-50%
PJT2450,Web App,2020-11-08,408,206580,5,3,Low,1,47.2,0.71,1.78,0.755,496,88,271673,0.3151,7.43,0,2021-12-21,2022-03-19,0,0,25-50%
PJT9414,AI/ML,2020-07-06,211,32128,8,3,Low,5,63.0,0.571,5.57,0.819,226,15,37204,0.158,8.67,1,2021-02-02,2021-02-17,0,0,10-25%
PJT8924,Web App,2020-08-08,80,363371,6,3,Medium,3,19.8,0.386,5.77,0.75,118,38,628377,0.7293,7.07,0,2020-10-27,2020-12-04,0,1,>50%
PJT8058,AI/ML,2021-03-03,212,51888,4,3,Medium,5,46.9,0.444,6.1,0.575,222,10,59381,0.1444,6.44,0,2021-10-01,2021-10-11,0,0,10-25%
PJT8316,Web App,2020-07-10,172,260321,7,1,Medium,5,26.9,0.784,3.1,0.668,183,11,307491,0.1812,8.2,0,2020-12-29,2021-01-09,0,0,10-25%
PJT6628,Infrastructure,2019-09-04,285,153391,4,3,Medium,2,56.4,0.55,6.57,0.903,296,11,157180,0.0247,9.33,1,2020-06-15,2020-06-26,0,0,<10%
PJT1441,Mobile App,2019-07-24,47,896112,2,2,Medium,7,32.4,0.445,8.96,0.734,52,5,1006871,0.1236,7.87,0,2019-09-09,2019-09-14,0,0,10-25%
PJT3367,Data Engineering,2018-06-24,275,75496,8,1,Low,2,15.0,0.795,7.03,0.752,257,-18,68218,-0.0964,9.17,1,2019-03-26,2019-03-08,1,0,Under/OnBudget
PJT5865,Web App,2021-02-11,172,64914,6,5,Medium,4,56.7,0.698,4.05,0.799,225,53,95703,0.4743,6.49,0,2021-08-02,2021-09-24,0,1,25-50%
PJT8159,Mobile App,2021-01-16,395,96442,8,3,High,5,41.0,0.552,5.06,0.7,472,77,128625,0.3337,7.15,0,2022-02-15,2022-05-03,0,0,25-50%
PJT1450,Web App,2018-12-26,103,68609,2,4,Medium,4,50.3,0.359,3.36,0.541,84,-19,48026,-0.3,6.52,0,2019-04-08,2019-03-20,1,0,Under/OnBudget
PJT8039,Data Engineering,2021-06-13,211,257798,8,2,Medium,4,66.4,0.604,4.85,0.96,248,37,295076,0.1446,7.97,0,2022-01-10,2022-02-16,0,0,10-25%
PJT6198,Internal Tool,2020-05-09,375,14192,6,3,Medium,5,50.6,0.668,7.54,0.85,381,6,13640,-0.0389,7.51,1,2021-05-19,2021-05-25,0,0,Under/OnBudget
PJT9934,Web App,2019-11-30,46,27878,6,2,High,4,47.5,0.646,7.93,0.589,51,5,32397,0.1621,6.87,0,2020-01-15,2020-01-20,0,0,10-25%
PJT8286,Infrastructure,2018-01-26,379,27409,6,1,Low,4,44.3,0.816,7.56,0.915,434,55,33845,0.2348,8.87,1,2019-02-09,2019-04-05,0,0,10-25%
PJT4350,Internal Tool,2019-07-13,237,308775,9,2,Medium,5,27.8,0.826,4.64,0.766,205,-32,252053,-0.1837,9.52,1,2020-03-06,2020-02-03,1,0,Under/OnBudget
PJT3829,AI/ML,2020-07-24,40,768915,6,4,Medium,7,41.8,0.776,3.83,0.75,36,-4,704787,-0.0834,7.54,0,2020-09-02,2020-08-29,1,0,Under/OnBudget
PJT3613,AI/ML,2018-05-12,91,87087,6,3,Medium,6,74.6,0.847,5.47,0.723,76,-15,68267,-0.2161,8.98,1,2018-08-11,2018-07-27,1,0,Under/OnBudget
PJT2915,Web App,2019-11-02,248,80613,14,3,Low,6,39.4,0.556,5.92,0.771,258,10,82112,0.0186,9.96,1,2020-07-07,2020-07-17,0,0,<10%
PJT8212,Web App,2021-12-21,40,107373,7,3,Medium,8,42.7,0.545,3.74,0.75,34,-6,88937,-0.1717,8.71,1,2022-01-30,2022-01-24,1,0,Under/OnBudget
PJT1527,Internal Tool,2020-11-12,189,398019,5,5,Low,5,63.9,0.706,6.53,0.631,160,-29,310853,-0.219,7.42,0,2021-05-20,2021-04-21,1,0,Under/OnBudget
PJT5819,Internal Tool,2020-03-09,104,32441,7,1,Medium,2,21.9,0.576,8.17,0.778,104,0,34569,0.0656,8.3,1,2020-06-21,2020-06-21,1,0,<10%
PJT8879,AI/ML,2020-02-18,206,131405,5,2,Medium,4,54.3,0.56,1.99,0.857,237,31,155557,0.1838,7.24,0,2020-09-11,2020-10-12,0,0,10-25%
PJT9432,Mobile App,2018-03-05,36,318137,4,3,Low,6,21.2,0.807,3.11,0.526,31,-5,270735,-0.149,9.06,1,2018-04-10,2018-04-05,1,0,Under/OnBudget
PJT9556,Mobile App,2021-10-29,338,180108,6,4,High,3,51.0,0.906,8.33,0.488,425,87,244965,0.3601,6.24,0,2022-10-02,2022-12-28,0,1,25-50%
PJT2208,Infrastructure,2021-09-17,402,123933,10,5,Low,3,44.7,0.655,4.43,0.33,461,59,143886,0.161,7.23,0,2022-10-24,2022-12-22,0,0,10-25%
PJT5120,Internal Tool,2020-09-23,399,328160,10,2,High,5,54.2,0.669,4.27,0.553,488,89,447774,0.3645,6.12,0,2021-10-27,2022-01-24,0,0,25-50%
PJT7476,Internal Tool,2018-05-25,269,5000,5,4,Medium,5,29.8,0.873,2.8,0.483,250,-19,4680,-0.0641,7.25,0,2019-02-18,2019-01-30,1,0,Under/OnBudget
PJT3961,Infrastructure,2018-10-31,51,222671,6,4,Low,6,37.0,0.459,3.38,0.66,71,20,348591,0.5655,7.08,0,2018-12-21,2019-01-10,0,1,>50%
PJT5776,AI/ML,2018-09-26,273,45031,4,2,Low,2,55.0,0.62,7.5,0.85,251,-22,34904,-0.2249,7.31,0,2019-06-26,2019-06-04,1,0,Under/OnBudget
PJT3417,Web App,2020-01-29,33,10974,15,3,High,6,37.4,0.585,8.12,0.533,39,6,13082,0.1921,7.27,0,2020-03-02,2020-03-08,0,0,10-25%
PJT2616,Web App,2018-10-31,33,182306,13,3,Low,4,56.3,0.467,8.17,0.769,38,5,223817,0.2277,9.73,1,2018-12-03,2018-12-08,0,0,10-25%
PJT9911,Internal Tool,2020-10-12,97,513184,7,5,Low,3,48.1,0.581,4.79,0.732,103,6,589289,0.1483,7.55,0,2021-01-17,2021-01-23,0,0,10-25%
PJT5682,AI/ML,2020-03-07,152,83706,8,2,Medium,4,38.3,0.566,5.11,0.921,182,30,110609,0.3214,6.99,0,2020-08-06,2020-09-05,0,0,25-50%
PJT7825,Web App,2018-01-26,280,309728,7,4,Medium,2,40.3,0.736,6.2,0.602,281,1,343953,0.1105,7.33,0,2018-11-02,2018-11-03,0,0,10-25%
PJT2846,Web App,2020-12-22,235,683330,6,3,Medium,6,45.1,0.568,6.51,0.681,219,-16,636864,-0.068,7.07,0,2021-08-14,2021-07-29,1,0,Under/OnBudget
PJT2371,Infrastructure,2018-10-03,136,478254,2,4,Low,8,41.7,0.759,6.92,0.723,119,-17,372799,-0.2205,9.36,1,2019-02-16,2019-01-30,1,0,Under/OnBudget
PJT2466,Web App,2021-04-19,84,706414,5,3,Low,5,56.0,0.805,6.98,0.796,107,23,1020344,0.4444,7.61,0,2021-07-12,2021-08-04,0,1,25-50%
PJT9882,Web App,2019-06-03,419,240519,7,3,Low,6,39.4,0.569,5.95,0.911,414,-5,245089,0.019,8.26,1,2020-07-26,2020-07-21,1,0,<10%
PJT1087,AI/ML,2019-05-10,130,108068,7,4,Low,5,36.4,0.439,3.66,0.795,137,7,116940,0.0821,8.68,1,2019-09-17,2019-09-24,0,0,<10%
PJT3512,Infrastructure,2018-01-18,138,14438,5,4,Medium,5,58.7,0.657,2.71,0.562,189,51,22910,0.5868,6.59,0,2018-06-05,2018-07-26,0,1,>50%
PJT9685,Infrastructure,2021-12-13,58,73477,10,4,Medium,6,38.7,0.698,7.37,0.709,64,6,81787,0.1131,6.61,0,2022-02-09,2022-02-15,0,0,10-25%
PJT2245,Web App,2020-06-12,293,35886,3,1,Low,4,36.9,0.463,4.56,0.636,284,-9,37092,0.0336,9.24,1,2021-04-01,2021-03-23,1,0,<10%
PJT7116,Infrastructure,2019-09-10,240,1335921,6,4,Medium,4,15.0,0.6,3.07,0.759,238,-2,1279412,-0.0423,7.14,0,2020-05-07,2020-05-05,1,0,Under/OnBudget
PJT5231,Web App,2018-05-22,71,79932,7,2,Medium,5,29.4,0.595,6.42,0.664,65,-6,69813,-0.1266,9.35,1,2018-08-01,2018-07-26,1,0,Under/OnBudget
PJT1977,Mobile App,2020-10-17,42,114445,7,3,High,5,32.4,0.761,8.35,0.761,62,20,193401,0.6899,6.64,0,2020-11-28,2020-12-18,0,1,>50%
PJT9733,Infrastructure,2019-02-17,234,191335,7,3,High,4,36.9,0.706,4.64,0.852,322,88,318152,0.6628,7.51,0,2019-10-09,2020-01-05,0,1,>50%
PJT7722,AI/ML,2021-12-13,222,104018,4,3,High,4,34.2,0.481,5.61,0.607,305,83,158128,0.5202,6.05,0,2022-07-23,2022-10-14,0,1,>50%
PJT5507,Internal Tool,2021-10-19,84,754689,3,3,Low,7,59.7,0.573,4.77,0.86,102,18,981020,0.2999,7.08,0,2022-01-11,2022-01-29,0,0,25-50%
PJT4492,Infrastructure,2020-12-09,388,46762,6,5,Low,5,33.4,0.719,4.5,0.763,484,96,59827,0.2794,8.12,0,2022-01-01,2022-04-07,0,0,25-50%
PJT5925,AI/ML,2021-11-18,55,124683,6,2,Medium,4,34.5,0.554,4.83,0.691,53,-2,122688,-0.016,8.33,1,2022-01-12,2022-01-10,1,0,Under/OnBudget
PJT2133,Web App,2018-06-04,132,40499,3,3,Low,3,47.3,0.813,4.61,0.357,138,6,44885,0.1083,9.63,1,2018-10-14,2018-10-20,0,0,10-25%
PJT5865,Mobile App,2019-02-13,383,20251,7,3,Medium,9,28.5,0.797,7.12,0.662,378,-5,22029,0.0878,8.69,1,2020-03-02,2020-02-26,1,0,<10%
PJT8769,Web App,2019-01-05,127,47376,5,2,High,6,68.5,0.835,2.95,0.64,98,-29,33163,-0.3,7.06,0,2019-05-12,2019-04-13,1,0,Under/OnBudget
PJT9760,Web App,2018-04-16,214,94424,7,2,High,6,57.0,0.789,6.01,0.748,293,79,139578,0.4782,7.57,0,2018-11-16,2019-02-03,0,1,25-50%
PJT4000,Data Engineering,2021-11-20,120,58973,8,5,High,4,27.5,0.776,3.99,0.491,155,35,84591,0.4344,6.9,0,2022-03-20,2022-04-24,0,1,25-50%
PJT8666,Mobile App,2018-03-29,84,43006,3,4,Medium,7,60.2,0.737,3.81,0.806,76,-8,38495,-0.1049,7.67,0,2018-06-21,2018-06-13,1,0,Under/OnBudget
PJT7704,Internal Tool,2021-06-04,410,18259,2,5,Medium,6,63.3,0.427,4.43,0.781,460,50,21516,0.1784,6.68,0,2022-07-19,2022-09-07,0,0,10-25%
PJT8365,AI/ML,2021-01-26,124,89346,8,5,Medium,6,27.9,0.923,8.37,0.312,162,38,132036,0.4778,6.87,0,2021-05-30,2021-07-07,0,1,25-50%
PJT7632,Internal Tool,2019-07-03,351,16225,6,2,Low,2,27.5,0.331,6.03,0.811,346,-5,17755,0.0943,9.07,1,2020-06-18,2020-06-13,1,0,<10%
PJT2767,AI/ML,2018-01-28,73,245749,7,3,Medium,6,35.8,0.491,8.35,0.682,61,-12,209747,-0.1465,8.14,1,2018-04-11,2018-03-30,1,0,Under/OnBudget
PJT3074,AI/ML,2018-01-09,69,108981,8,3,Low,4,23.8,0.757,2.97,0.499,62,-7,85147,-0.2187,9.09,1,2018-03-19,2018-03-12,1,0,Under/OnBudget
PJT2141,Mobile App,2018-10-25,34,17170,8,3,Medium,7,33.3,0.733,5.01,0.798,48,14,27122,0.5796,7.12,0,2018-11-28,2018-12-12,0,1,>50%
PJT2077,Web App,2019-12-23,220,68115,11,3,Medium,8,39.0,0.612,7.9,0.771,241,21,84170,0.2357,6.26,0,2020-07-30,2020-08-20,0,0,10-25%
PJT5599,Infrastructure,2019-10-31,111,40031,6,3,Medium,6,52.6,0.546,6.25,0.649,142,31,57561,0.4379,7.75,0,2020-02-19,2020-03-21,0,1,25-50%
PJT7120,Mobile App,2020-05-04,333,144786,5,3,High,3,46.2,0.484,5.08,0.743,471,138,243298,0.6804,6.97,0,2021-04-02,2021-08-18,0,1,>50%
PJT9343,Web App,2021-02-01,146,493136,5,3,Medium,4,42.8,0.714,2.28,0.769,155,9,507190,0.0285,8.35,1,2021-06-27,2021-07-06,0,0,<10%
PJT5832,AI/ML,2019-07-05,399,10402,3,2,High,5,37.8,0.83,5.28,0.822,479,80,13337,0.2822,7.27,0,2020-08-07,2020-10-26,0,0,25-50%
PJT9670,Web App,2018-08-23,63,113327,6,3,Low,3,25.4,0.599,6.02,0.938,48,-15,79329,-0.3,8.74,1,2018-10-25,2018-10-10,1,0,Under/OnBudget
PJT2685,Data Engineering,2021-03-14,336,81458,4,3,Medium,5,53.9,0.555,4.44,0.887,345,9,84179,0.0334,8.8,1,2022-02-13,2022-02-22,0,0,<10%
PJT4491,Data Engineering,2019-05-01,283,220932,10,3,Medium,8,53.5,0.79,5.77,0.784,339,56,288162,0.3043,7.89,0,2020-02-08,2020-04-04,0,0,25-50%
PJT2371,Data Engineering,2019-02-23,280,127495,6,2,Medium,8,35.7,0.73,8.25,0.514,306,26,145778,0.1434,7.6,0,2019-11-30,2019-12-26,0,0,10-25%
PJT6459,Mobile App,2021-01-20,322,40040,6,4,High,5,28.5,0.649,6.28,0.628,402,80,56601,0.4136,6.46,0,2021-12-08,2022-02-26,0,0,25-50%
PJT4423,Web App,2021-09-25,275,67315,5,1,Low,5,68.3,0.761,4.71,0.777,309,34,80071,0.1895,8.88,1,2022-06-27,2022-07-31,0,0,10-25%
PJT4976,Data Engineering,2021-08-28,209,37978,2,3,Medium,8,48.7,0.811,4.68,0.532,242,33,49242,0.2966,6.84,0,2022-03-25,2022-04-27,0,0,25-50%
PJT2398,Mobile App,2018-07-20,51,359047,2,4,Medium,5,51.0,0.744,9.28,0.419,59,8,466582,0.2995,7.41,0,2018-09-09,2018-09-17,0,0,25-50%
PJT6361,Data Engineering,2020-01-05,34,101273,5,3,High,4,51.6,0.768,6.91,0.39,39,5,133326,0.3165,6.87,0,2020-02-08,2020-02-13,0,0,25-50%
PJT2401,Data Engineering,2018-05-16,368,966493,3,2,Low,3,27.0,0.465,5.59,0.801,334,-34,891493,-0.0776,9.48,1,2019-05-19,2019-04-15,1,0,Under/OnBudget
PJT2412,Internal Tool,2021-11-04,204,91785,6,4,High,7,67.5,0.676,5.74,0.451,224,20,103543,0.1281,6.56,0,2022-05-27,2022-06-16,0,0,10-25%
PJT7430,Mobile App,2018-11-11,294,42189,9,3,Medium,4,38.9,0.539,8.3,0.648,396,102,63541,0.5061,6.73,0,2019-09-01,2019-12-12,0,1,>50%
PJT4230,Mobile App,2018-10-16,149,16051,9,4,Low,4,57.3,0.924,9.0,0.508,184,35,20332,0.2667,7.6,0,2019-03-14,2019-04-18,0,0,25-50%
PJT8521,Internal Tool,2021-07-21,49,11342,7,4,Medium,5,66.9,0.643,7.23,0.686,50,1,11837,0.0436,6.6,0,2021-09-08,2021-09-09,0,0,<10%
PJT6849,Mobile App,2021-11-14,50,14751,4,3,Medium,3,46.2,0.799,5.06,0.67,56,6,16905,0.146,7.0,0,2022-01-03,2022-01-09,0,0,10-25%
PJT7056,Web App,2020-10-15,236,136019,9,3,Medium,5,27.3,0.862,4.83,0.735,211,-25,113358,-0.1666,8.09,1,2021-06-08,2021-05-14,1,0,Under/OnBudget
PJT5722,AI/ML,2018-06-26,131,181765,9,2,High,4,15.0,0.654,8.92,0.728,146,15,210120,0.156,6.63,0,2018-11-04,2018-11-19,0,0,10-25%
PJT9109,Data Engineering,2019-12-11,66,14803,4,2,Medium,6,44.4,0.371,7.61,0.538,82,16,19731,0.3329,7.85,0,2020-02-15,2020-03-02,0,0,25-50%
PJT2264,Infrastructure,2021-04-07,153,288961,7,3,Medium,5,48.8,0.751,2.79,0.705,176,23,346291,0.1984,9.22,1,2021-09-07,2021-09-30,0,0,10-25%
PJT3259,AI/ML,2020-04-15,39,55289,4,3,Medium,5,36.3,0.738,6.93,0.859,44,5,65468,0.1841,7.75,0,2020-05-24,2020-05-29,0,0,10-25%
PJT1362,Web App,2018-07-13,189,117730,8,3,Low,2,47.0,0.456,5.11,0.625,171,-18,104603,-0.1115,9.55,1,2019-01-18,2018-12-31,1,0,Under/OnBudget
PJT7276,AI/ML,2018-09-08,83,683283,15,2,Low,5,51.5,0.751,6.48,0.716,73,-10,550179,-0.1948,9.02,1,2018-11-30,2018-11-20,1,0,Under/OnBudget
PJT7420,Data Engineering,2021-06-15,295,289586,2,1,Medium,3,59.9,0.844,3.72,0.852,359,64,362359,0.2513,7.93,0,2022-04-06,2022-06-09,0,0,25-50%
PJT6384,Web App,2020-02-09,94,71522,9,3,Medium,3,41.6,0.576,6.76,0.871,128,34,110373,0.5432,7.73,0,2020-05-13,2020-06-16,0,1,>50%
PJT7748,AI/ML,2020-10-27,140,33880,6,2,Low,5,44.3,0.261,4.92,0.654,158,18,41401,0.222,7.26,0,2021-03-16,2021-04-03,0,0,10-25%
PJT8831,Internal Tool,2019-06-29,31,7464,12,4,Medium,4,42.3,0.696,7.11,0.406,36,5,8855,0.1863,7.1,0,2019-07-30,2019-08-04,0,0,10-25%
PJT1666,Infrastructure,2020-02-17,41,41648,5,1,Medium,3,45.5,0.516,4.45,0.58,49,8,57737,0.3863,7.54,0,2020-03-29,2020-04-06,0,0,25-50%
PJT3812,Infrastructure,2021-11-27,118,76622,8,3,Low,4,37.3,0.247,5.01,0.851,111,-7,71350,-0.0688,8.06,1,2022-03-25,2022-03-18,1,0,Under/OnBudget
PJT3475,Infrastructure,2019-04-27,149,30194,3,5,Medium,2,37.2,0.387,4.71,0.73,189,40,44406,0.4707,6.96,0,2019-09-23,2019-11-02,0,1,25-50%
PJT7973,Mobile App,2020-09-12,197,84330,4,2,Low,6,38.2,0.509,5.55,0.57,189,-8,79920,-0.0523,8.84,1,2021-03-28,2021-03-20,1,0,Under/OnBudget
PJT4100,Mobile App,2018-09-09,89,108253,3,3,High,7,47.3,0.576,7.48,0.763,104,15,128410,0.1862,7.43,0,2018-12-07,2018-12-22,0,0,10-25%
PJT4401,Internal Tool,2018-06-27,241,75371,12,1,High,3,32.3,0.71,5.31,0.815,265,24,84024,0.1148,8.42,1,2019-02-23,2019-03-19,0,0,10-25%
PJT6015,Internal Tool,2021-02-18,331,45252,8,3,Medium,5,38.2,0.746,7.96,0.732,339,8,52225,0.1541,7.36,0,2022-01-15,2022-01-23,0,0,10-25%
PJT3551,Internal Tool,2021-05-17,285,120860,9,3,Low,4,72.1,0.754,6.58,0.515,328,43,153722,0.2719,7.56,0,2022-02-26,2022-04-10,0,0,25-50%
PJT3151,Data Engineering,2020-09-02,35,167767,10,3,High,6,58.4,0.632,6.4,0.756,33,-2,168455,0.0041,6.04,0,2020-10-07,2020-10-05,1,0,<10%
PJT7637,AI/ML,2018-08-19,149,26676,3,3,High,6,30.6,0.441,5.24,0.723,172,23,31323,0.1742,6.74,0,2019-01-15,2019-02-07,0,0,10-25%
PJT1387,AI/ML,2018-12-18,46,536659,5,4,High,2,58.0,0.763,4.09,0.722,54,8,695725,0.2964,6.88,0,2019-02-02,2019-02-10,0,0,25-50%
PJT6864,Internal Tool,2021-08-23,76,87701,3,2,Low,2,54.4,0.49,4.47,0.941,83,7,100084,0.1412,9.71,1,2021-11-07,2021-11-14,0,0,10-25%
PJT4161,AI/ML,2019-02-26,411,100974,4,1,Medium,5,43.4,0.631,4.81,0.856,340,-71,73236,-0.2747,9.11,1,2020-04-12,2020-02-01,1,0,Under/OnBudget
PJT3380,Infrastructure,2021-04-10,54,230927,4,4,High,2,34.4,0.836,7.14,0.545,58,4,253165,0.0963,7.15,0,2021-06-03,2021-06-07,0,0,<10%
PJT9568,Internal Tool,2019-02-22,156,130595,5,3,Medium,7,32.7,0.882,3.78,0.511,115,-41,100493,-0.2305,7.47,0,2019-07-28,2019-06-17,1,0,Under/OnBudget
PJT5335,Internal Tool,2021-10-03,205,309825,4,4,Medium,4,48.4,0.879,5.04,0.86,207,2,307439,-0.0077,7.29,0,2022-04-26,2022-04-28,0,0,Under/OnBudget
PJT2280,Mobile App,2021-08-28,245,139323,3,3,Medium,5,32.3,0.465,5.38,0.914,254,9,151681,0.0887,7.51,0,2022-04-30,2022-05-09,0,0,<10%
PJT1743,Mobile App,2018-03-05,180,47338,3,4,Medium,7,61.5,0.534,5.81,0.787,226,46,63447,0.3403,6.86,0,2018-09-01,2018-10-17,0,1,25-50%
PJT8356,Web App,2021-01-29,31,152330,3,3,Low,5,65.7,0.905,5.83,0.764,25,-6,106631,-0.3,8.51,1,2021-03-01,2021-02-23,1,0,Under/OnBudget
PJT4486,AI/ML,2018-09-05,98,25022,12,4,Medium,7,44.4,0.641,5.46,0.472,125,27,34658,0.3851,7.78,0,2018-12-12,2019-01-08,0,1,25-50%
PJT9023,Web App,2018-11-11,163,112451,7,5,Low,1,62.1,0.751,4.15,0.537,156,-7,109707,-0.0244,7.48,0,2019-04-23,2019-04-16,1,0,Under/OnBudget
PJT2068,Mobile App,2019-11-03,43,94857,11,3,Medium,3,38.8,0.317,8.96,0.888,45,2,109133,0.1505,7.17,0,2019-12-16,2019-12-18,0,0,10-25%
PJT7971,AI/ML,2020-04-21,105,76900,5,2,Low,4,34.3,0.788,4.92,0.721,124,19,94041,0.2229,9.51,1,2020-08-04,2020-08-23,0,0,10-25%
PJT8526,Mobile App,2019-04-21,34,84606,4,2,Medium,9,61.5,0.551,9.51,0.729,46,12,127611,0.5083,7.6,0,2019-05-25,2019-06-06,0,1,>50%
PJT9534,AI/ML,2020-04-20,42,10319,8,2,Low,4,68.7,0.748,6.46,0.595,39,-3,9192,-0.1092,8.77,1,2020-06-01,2020-05-29,1,0,Under/OnBudget
PJT1630,Web App,2018-09-07,120,51100,4,2,Medium,5,74.4,0.652,4.18,0.705,120,0,50334,-0.015,8.73,1,2019-01-05,2019-01-05,1,0,Under/OnBudget
PJT1297,Web App,2018-02-02,52,110350,4,2,High,6,50.0,0.603,4.31,0.933,58,6,127609,0.1564,7.76,0,2018-03-26,2018-04-01,0,0,10-25%
PJT9148,Internal Tool,2020-04-13,183,119590,4,3,Low,6,57.9,0.714,3.1,0.822,162,-21,107535,-0.1008,9.0,1,2020-10-13,2020-09-22,1,0,Under/OnBudget
PJT9889,Mobile App,2020-01-26,238,28761,3,3,Low,3,49.7,0.62,6.41,0.77,209,-29,21418,-0.2553,9.19,1,2020-09-20,2020-08-22,1,0,Under/OnBudget
PJT6316,Web App,2020-10-03,296,450832,4,3,Low,3,66.1,0.618,2.44,0.528,302,6,469857,0.0422,9.63,1,2021-07-26,2021-08-01,0,0,<10%
PJT2505,AI/ML,2020-08-06,66,34912,5,3,High,5,51.5,0.485,7.44,0.823,72,6,40407,0.1574,6.9,0,2020-10-11,2020-10-17,0,0,10-25%
PJT3825,Infrastructure,2021-08-03,59,315953,7,1,Medium,7,57.1,0.47,3.85,0.764,64,5,367769,0.164,8.63,1,2021-10-01,2021-10-06,0,0,10-25%
PJT9570,Web App,2019-11-02,46,164824,3,1,Medium,6,28.0,0.628,5.86,0.736,56,10,246989,0.4985,7.66,0,2019-12-18,2019-12-28,0,0,25-50%
PJT9897,AI/ML,2018-01-13,213,45457,4,2,Low,6,41.5,0.55,7.66,0.633,226,13,48171,0.0597,8.92,1,2018-08-14,2018-08-27,0,0,<10%
PJT3414,Web App,2020-07-09,247,830990,8,3,Medium,4,57.2,0.627,4.4,0.64,237,-10,831738,0.0009,8.0,1,2021-03-13,2021-03-03,1,0,<10%
